_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight
0.000000469,0.007852236,0.075043358,0.010197753,0.181045920,0.021475345,0.000008498,0.000000035,0.000000114,0.041537151,0.040242024,0.162711859,0.195433110,0.072825216,0.049023312,0.076971993,0.103839450,0.068679065,0.040486202,0.429150760,0.089995608,0.030540274,0.009802488,0.000027979,0.001455546,0.000450145,0.000004623,0.000028813,0.014063038,0.041731756,0.000473348,0.000555090,0.000140138,0.000789773,0.000122119,0.000059296,0.186553881,0.451450795,0.000434541,0.001517410,0.002591094,0.002800285,0.178010806,0.019365814,0.013226013,0.013377755,0.002369830,0.001958323,0.000281689,0.000591336,0.000001461,0.000000377
0.000000261,0.015677750,0.169920564,0.008370635,0.083021872,0.012577313,0.000005612,0.000000020,0.000000067,0.056139294,0.048038207,0.181460470,0.216235936,0.070133805,0.050432038,0.084834285,0.108322747,0.058157250,0.033156984,0.437399656,0.079495668,0.025210613,0.006470726,0.000027889,0.002747268,0.000265106,0.000002793,0.000015152,0.010862503,0.029641228,0.000103944,0.000110807,0.000663049,0.003234262,0.000096172,0.000054720,0.053405713,0.140825853,0.005096010,0.000745057,0.000774088,0.001124030,0.100447282,0.034690026,0.005399049,0.004648261,0.001101194,0.000491777,0.000532480,0.001067132,0.000001827,0.000000180
0.000000238,0.026468154,0.141805455,0.005215367,0.064274468,0.015354827,0.000015431,0.000000036,0.000000138,0.048837796,0.030307919,0.158491552,0.193039611,0.025696414,0.122662514,0.168975860,0.049804080,0.064254694,0.040261891,0.406577080,0.091790639,0.030111309,0.011077743,0.000123134,0.005679517,0.001673417,0.000009285,0.000038987,0.020515379,0.011689622,0.000011392,0.000015139,0.009929328,0.002683066,0.002095577,0.002128893,0.017994855,0.027260570,0.039913505,0.001354095,0.001692494,0.006824038,0.004599656,0.026339388,0.000555833,0.000389528,0.000209231,0.000164733,0.001710003,0.002703370,0.000003037,0.000000253
0.000000298,0.009634571,0.045203134,0.012767893,0.141420260,0.034012251,0.000021050,0.000000091,0.000000183,0.039427549,0.023200050,0.178847536,0.208365053,0.039215557,0.087923616,0.116424486,0.061685298,0.062041368,0.038709085,0.398180276,0.086372346,0.032565050,0.016760284,0.000067112,0.017702477,0.013947615,0.000031629,0.000190891,0.021416051,0.007507664,0.000011875,0.000017887,0.010501347,0.005553542,0.004349071,0.004148538,0.007704224,0.019500991,0.100547053,0.000559897,0.015671752,0.033205573,0.011597663,0.046684716,0.000036970,0.000025931,0.000049066,0.000074375,0.001339007,0.002055242,0.000001879,0.000000290
0.000000350,0.010690702,0.054045029,0.013245013,0.122371912,0.025580028,0.000016935,0.000000062,0.000000188,0.033637047,0.026264152,0.156284079,0.185119927,0.045685396,0.081704959,0.110366963,0.064024009,0.064525522,0.044020530,0.293397844,0.082977496,0.033668399,0.015188328,0.000083992,0.005711951,0.003077432,0.000013109,0.000069239,0.038835928,0.013393782,0.000014163,0.000021682,0.006494512,0.002082844,0.001762365,0.002007032,0.033275224,0.044005957,0.021629963,0.001702595,0.004929742,0.011646807,0.010876631,0.042534970,0.000555964,0.000374702,0.000151907,0.000180880,0.002323916,0.003165571,0.000002661,0.000000293
0.000000298,0.016606269,0.048954334,0.007854607,0.120707102,0.034528702,0.000023774,0.000000046,0.000000123,0.042499054,0.029676352,0.221783891,0.242476791,0.069058612,0.055118077,0.082558855,0.090745442,0.049101565,0.029839860,0.342087954,0.076417886,0.034127142,0.013002406,0.000092038,0.004286469,0.002647640,0.000009859,0.000067227,0.023176676,0.034551710,0.000036220,0.000045025,0.002573806,0.001102358,0.002555494,0.001889351,0.049500182,0.140106991,0.005976972,0.001705021,0.005343941,0.010821643,0.011246289,0.021956401,0.001153889,0.001037427,0.000314872,0.000223400,0.001688301,0.003216039,0.000001846,0.000000321
0.000000335,0.011877905,0.033167608,0.011671951,0.146723807,0.046162598,0.000030170,0.000000058,0.000000169,0.036546331,0.029063806,0.196299762,0.218962699,0.074602313,0.052859712,0.077437572,0.091677055,0.056349613,0.035282560,0.343442559,0.079770938,0.037980139,0.014410658,0.000134470,0.004388128,0.003018902,0.000010612,0.000053599,0.028442863,0.030115800,0.000043021,0.000060717,0.002723446,0.000604108,0.004936873,0.004452078,0.055053022,0.138992205,0.003442830,0.002599175,0.004551857,0.011507754,0.007507635,0.023574209,0.001578361,0.001516780,0.000282598,0.000433597,0.003399742,0.005834034,0.000002820,0.000000480
0.000000506,0.026874609,0.078618653,0.006328439,0.083204776,0.029431000,0.000042130,0.000000061,0.000000327,0.031321954,0.015935956,0.261650622,0.273577183,0.038086552,0.085584953,0.125000596,0.062970296,0.043110289,0.024680369,0.284443885,0.042646762,0.046567332,0.022055807,0.000256576,0.002788638,0.002617838,0.000010347,0.000047059,0.032867827,0.021620251,0.000104384,0.000199155,0.002834568,0.000266619,0.007555353,0.008818274,0.054122150,0.127955750,0.001602063,0.004104271,0.002439313,0.009497265,0.004023801,0.024552858,0.004309678,0.004790739,0.000398476,0.002555060,0.010677481,0.015278065,0.000004229,0.000001072
0.000000467,0.028695434,0.069923118,0.008519411,0.079015993,0.030743312,0.000032480,0.000000067,0.000000236,0.050198361,0.023552468,0.348233610,0.335437357,0.068688802,0.051857337,0.079201728,0.092842899,0.029547878,0.016539186,0.281889081,0.044774652,0.030767044,0.017614609,0.000188160,0.001894117,0.001090319,0.000005112,0.000024020,0.023602141,0.030290658,0.000499312,0.000808509,0.000853005,0.000249593,0.004215648,0.004284618,0.102557175,0.236683890,0.000811502,0.002882008,0.003107457,0.004498261,0.012793534,0.023345144,0.006268387,0.005988950,0.000978420,0.003010418,0.008775528,0.012634445,0.000004540,0.000001110
0.000000501,0.031316958,0.088564664,0.009419937,0.078218393,0.029926326,0.000033239,0.000000047,0.000000226,0.055414282,0.030687567,0.426970392,0.402524054,0.084491491,0.045517296,0.070467874,0.106203794,0.023453023,0.011645495,0.334551454,0.044868063,0.032317620,0.012685029,0.000211980,0.001437072,0.000585847,0.000003225,0.000017612,0.037114620,0.031243132,0.000415193,0.000759610,0.000675760,0.000337280,0.002183991,0.002499448,0.155966431,0.245642960,0.000553553,0.001926297,0.001975403,0.003637217,0.009885950,0.015168641,0.016665196,0.013906949,0.001196328,0.004505374,0.007942801,0.008760712,0.000005102,0.000001232
0.000000324,0.022181297,0.077124745,0.016883787,0.095285848,0.033981375,0.000031199,0.000000050,0.000000170,0.052039787,0.046917103,0.396615773,0.377984583,0.052464921,0.079135850,0.108581200,0.069143333,0.024694765,0.014295272,0.264539987,0.058125477,0.033641435,0.009826418,0.000360344,0.001738258,0.000229617,0.000001196,0.000007292,0.014911639,0.031711768,0.000658314,0.000876046,0.001698833,0.000210913,0.003232242,0.003495171,0.093065307,0.146749049,0.001214246,0.003163017,0.000632132,0.001443430,0.006519082,0.021838995,0.032918684,0.025410263,0.003800833,0.003811415,0.037604701,0.047242086,0.000008939,0.000000977
0.000000147,0.018632919,0.087710060,0.027652731,0.100882538,0.031268470,0.000026728,0.000000050,0.000000185,0.055541158,0.040690996,0.464641631,0.436506629,0.069983043,0.063727520,0.098791346,0.089694045,0.020746559,0.011727054,0.207443193,0.058998000,0.034004308,0.012720096,0.000302352,0.005052205,0.000732091,0.000003754,0.000012243,0.015119435,0.024346229,0.000052318,0.000046216,0.015394528,0.000270621,0.008873817,0.011066079,0.030563565,0.025868317,0.024465157,0.008635315,0.000936766,0.005268419,0.002679897,0.023914305,0.002341552,0.001207118,0.001848061,0.000209589,0.031394027,0.046897288,0.000007437,0.000000406
0.000000144,0.018080650,0.089458779,0.026764864,0.103158399,0.031048005,0.000026833,0.000000048,0.000000184,0.054774441,0.040486526,0.464292109,0.436301887,0.068415232,0.065307096,0.100342460,0.087944902,0.020819349,0.011750487,0.205062792,0.058744062,0.034502901,0.012728577,0.000303863,0.005044371,0.000754612,0.000003887,0.000012643,0.015713263,0.025470212,0.000045516,0.000040138,0.016676372,0.000288164,0.008949916,0.011092845,0.029491546,0.025209371,0.026512200,0.008450479,0.000919191,0.005471329,0.002510771,0.023342835,0.002299344,0.001195260,0.001753417,0.000193803,0.030774254,0.046581335,0.000007273,0.000000389
0.000000133,0.031444468,0.070422627,0.014561488,0.072448425,0.030860811,0.000011693,0.000000029,0.000000071,0.040201649,0.026821882,0.412527442,0.387579352,0.116922595,0.040800281,0.062311139,0.120807342,0.024473505,0.013616857,0.219428793,0.040110607,0.044120498,0.015280008,0.000140001,0.002202049,0.000169905,0.000002570,0.000006125,0.015175224,0.039965987,0.000037130,0.000035202,0.009228288,0.001117170,0.002057099,0.001594904,0.016810432,0.032204539,0.050001211,0.002619928,0.000430457,0.001112300,0.009160490,0.047369227,0.002709445,0.001933262,0.000879101,0.000188028,0.039383277,0.052510757,0.000006160,0.000000170
0.000000116,0.029774679,0.042331584,0.020783307,0.076633006,0.043780070,0.000010675,0.000000035,0.000000067,0.078870878,0.042326950,0.352908760,0.354979724,0.351399273,0.009927608,0.019702487,0.332011670,0.027493726,0.016476547,0.289012939,0.064901300,0.021440368,0.010135717,0.000092338,0.013914150,0.000836494,0.000004004,0.000020879,0.026497802,0.023235844,0.000003405,0.000003313,0.036605556,0.013970469,0.002755645,0.002129551,0.009021484,0.014869710,0.327139914,0.000372190,0.001366372,0.004885315,0.007079964,0.047061160,0.000282896,0.000144433,0.000177215,0.000026120,0.012726068,0.014142398,0.000003107,0.000000117
0.000000120,0.022485806,0.036043841,0.021261020,0.116102524,0.059888497,0.000010601,0.000000038,0.000000075,0.062085066,0.028721472,0.417756855,0.408594936,0.456575334,0.005489387,0.013225938,0.428884149,0.021275632,0.011587310,0.271556586,0.041477524,0.026491696,0.014085317,0.000072336,0.009251735,0.000748468,0.000004115,0.000021834,0.017020727,0.020879870,0.000010380,0.000010121,0.017072422,0.007464829,0.001930272,0.001445042,0.012739081,0.022434793,0.180124313,0.000533886,0.001475998,0.003471424,0.009487483,0.039646752,0.000376889,0.000206133,0.000289169,0.000050271,0.007354873,0.008517127,0.000003045,0.000000163
0.000000142,0.038670141,0.049611092,0.019782882,0.069466837,0.050582789,0.000008385,0.000000033,0.000000079,0.064527571,0.026633561,0.438985884,0.422672093,0.430801481,0.006214080,0.012915492,0.410565108,0.018569782,0.011023303,0.232909545,0.039530851,0.024005823,0.015963078,0.000057974,0.008512627,0.000509118,0.000002985,0.000017777,0.031404272,0.023776466,0.000006445,0.000006747,0.014535907,0.011927403,0.000906788,0.000784050,0.020757992,0.023321295,0.236698240,0.000460860,0.001450958,0.002741992,0.015069366,0.039866976,0.000474184,0.000215965,0.000242589,0.000040992,0.006128297,0.005864346,0.000003011,0.000000141
0.000000304,0.032677881,0.041444793,0.025514673,0.073213406,0.053264920,0.000013052,0.000000060,0.000000131,0.073387325,0.032479029,0.392983943,0.374840736,0.359840393,0.007303853,0.017662596,0.317490548,0.021774020,0.012773599,0.262822211,0.041216023,0.020089094,0.012472826,0.000072430,0.003598631,0.000701075,0.000003042,0.000024319,0.025839699,0.009680017,0.000082456,0.000123982,0.003455933,0.002986922,0.001334106,0.001635605,0.063712224,0.053243779,0.022807436,0.000577476,0.002913357,0.001858433,0.025077105,0.041985162,0.001253017,0.000584616,0.000455329,0.000383006,0.011512545,0.009322824,0.000003872,0.000000421
0.000000293,0.031219104,0.040004894,0.025023879,0.076496705,0.054458864,0.000013000,0.000000060,0.000000128,0.073885344,0.033075847,0.390578240,0.371671885,0.357382417,0.007416130,0.018150425,0.313643932,0.022032378,0.013041991,0.263156414,0.043325506,0.019910015,0.012319716,0.000075157,0.003664100,0.000669082,0.000002831,0.000023378,0.024507852,0.009828813,0.000085104,0.000126753,0.003565392,0.002963931,0.001404815,0.001720775,0.060491350,0.052536361,0.023338776,0.000564140,0.002755032,0.001738012,0.024248088,0.041896001,0.001289600,0.000612860,0.000465251,0.000394853,0.012587395,0.010321508,0.000003916,0.000000416
0.000000220,0.029638527,0.051431254,0.013839763,0.079576932,0.038341813,0.000028149,0.000000063,0.000000150,0.046435066,0.035011429,0.424045384,0.406370640,0.355155349,0.007709653,0.017581493,0.314724118,0.022198118,0.011317873,0.272250503,0.052854322,0.033957008,0.013490347,0.000106173,0.005786920,0.004699188,0.000013084,0.000065840,0.023953823,0.025183646,0.000016164,0.000021939,0.007223892,0.001300186,0.009057108,0.008534532,0.029792935,0.059280600,0.027155470,0.001662467,0.007456140,0.016198516,0.006601668,0.022726854,0.000326109,0.000222202,0.000139714,0.000115177,0.007964003,0.011430232,0.000002411,0.000000370
0.000000385,0.015247497,0.030642776,0.018058255,0.158491835,0.074463859,0.000099439,0.000000121,0.000000309,0.037490334,0.019233413,0.356439441,0.346568495,0.461807281,0.003808921,0.011156596,0.423768938,0.028668998,0.014415807,0.308480412,0.030866012,0.040284626,0.021277471,0.000294772,0.004275690,0.009470859,0.000021625,0.000088420,0.013457135,0.022469457,0.000152307,0.000263888,0.002301934,0.000415482,0.079583101,0.073555104,0.046445347,0.220841810,0.001513133,0.001302391,0.013408837,0.025428429,0.005697822,0.028660089,0.001370592,0.001919711,0.000215715,0.001679273,0.028624102,0.051117796,0.000002820,0.000001532
